s_Sample	h_popUID	h_SampCnt	h_SampFrac	s_ReadCntTotUsed	s_COI	c_clusterID	c_AveragedFrac	c_ReadCnt	c_RepCnt
2018-11-28-3506	pfama1.40	4	0.0045819	30051	1	0	1	30051	2
2018-11-28-3786	pfama1.03	82	0.093929	18028	1	0	1	18028	2
2018-12-03-3164	pfama1.00	145	0.166094	30155	1	0	1	30155	2
2018-12-04-3285	pfama1.15	31	0.0355097	19768	2	0	0.76167	15075	2
2018-12-04-3285	pfama1.02	120	0.137457	19768	2	1	0.23833	4693	2
2018-12-10-3429	pfama1.01	133	0.152348	4136	1	0	1	4136	2
2018-12-10-3546	pfama1.09	61	0.069874	11556	1	0	1	11556	2
2018-12-11-3577	pfama1.00	145	0.166094	15971	1	0	1	15971	1
2018-12-11-3578	pfama1.22	24	0.0274914	18397	7	0	0.241673	4472	2
2018-12-11-3578	pfama1.06	66	0.0756014	18397	7	1	0.216294	4008	2
2018-12-11-3578	pfama1.11	56	0.0641466	18397	7	2	0.213481	3949	2
2018-12-11-3578	pfama1.09	61	0.069874	18397	7	3	0.183812	3292	2
2018-12-11-3578	pfama1.00	145	0.166094	18397	7	4	0.121277	2246	2
2018-12-11-3578	pfama1.18	30	0.0343643	18397	7	5	0.0142906	261	2
2018-12-11-3578	pfama1.19	28	0.0320733	18397	7	6	0.00917229	169	2
2018-12-11-3580	pfama1.07	64	0.0733104	21172	1	0	1	21172	1
2018-12-11-3597	pfama1.13	47	0.0538373	14908	1	0	1	14908	2
2018-12-11-3602	pfama1.02	120	0.137457	21401	4	0	0.770217	16420	2
2018-12-11-3602	pfama1.20	28	0.0320733	21401	4	1	0.171267	3706	2
2018-12-11-3602	pfama1.00	145	0.166094	21401	4	2	0.0355192	762	2
2018-12-11-3602	pfama1.03	82	0.093929	21401	4	3	0.0229972	513	2
2018-12-12-3629	pfama1.03	82	0.093929	18633	1	0	1	18633	2
2018-12-17-3190	pfama1.01	133	0.152348	3659	1	0	1	3659	2
2018-12-17-3202	pfama1.23	22	0.0252005	1951	1	0	1	1951	1
2018-12-17-3659	pfama1.11	56	0.0641466	15949	2	0	0.753266	11988	2
2018-12-17-3659	pfama1.32	11	0.0126002	15949	2	1	0.246734	3961	2
2018-12-19-3713	pfama1.19	28	0.0320733	38651	1	0	1	38651	2
2018-12-22-3394	pfama1.05	66	0.0756014	23949	1	0	1	23949	2
2018-12-27-3744	pfama1.11	56	0.0641466	22241	3	0	0.933443	20767	2
2018-12-27-3744	pfama1.38	6	0.00687285	22241	3	1	0.0592465	1312	2
2018-12-27-3744	pfama1.02	120	0.137457	22241	3	2	0.00731021	162	2
2018-12-27-3761	pfama1.07	64	0.0733104	41274	1	0	1	41274	2
2018-12-27-3766	pfama1.04	80	0.091638	11747	2	0	0.542886	6233	2
2018-12-27-3766	pfama1.00	145	0.166094	11747	2	1	0.457114	5514	2
2018-12-27-3777	pfama1.16	30	0.0343643	11520	1	0	1	11520	2
2018-12-28-3785	pfama1.26	15	0.0171821	6690	1	0	1	6690	2
2018-12-28-3786	pfama1.05	66	0.0756014	11552	2	0	0.605784	7187	2
2018-12-28-3786	pfama1.03	82	0.093929	11552	2	1	0.394216	4365	2
2018-12-28-3801	pfama1.01	133	0.152348	19623	5	0	0.367615	7213	2
2018-12-28-3801	pfama1.04	80	0.091638	19623	5	1	0.248119	4862	2
2018-12-28-3801	pfama1.18	30	0.0343643	19623	5	2	0.207702	4087	2
2018-12-28-3801	pfama1.08	62	0.0710195	19623	5	3	0.141499	2775	2
2018-12-28-3801	pfama1.00	145	0.166094	19623	5	4	0.0350657	686	2
2018-12-28-3805	pfama1.01	133	0.152348	2467	1	0	1	2467	2
2018-12-28-3816	pfama1.00	145	0.166094	18688	1	0	1	18688	2
2018-12-28-3818	pfama1.09	61	0.069874	38997	1	0	1	38997	2
2018-12-29-3095	pfama1.07	64	0.0733104	20035	1	0	1	20035	1
2018-12-29-3096	pfama1.17	30	0.0343643	21599	4	0	0.549321	11868	2
2018-12-29-3096	pfama1.13	47	0.0538373	21599	4	1	0.286362	6182	2
2018-12-29-3096	pfama1.06	66	0.0756014	21599	4	2	0.100729	2182	2
2018-12-29-3096	pfama1.08	62	0.0710195	21599	4	3	0.063588	1367	2
2018-12-29-3510	pfama1.27	15	0.0171821	2862	1	0	1	2862	1
2019-01-04-3285	pfama1.15	31	0.0355097	17868	4	0	0.476253	8515	2
2019-01-04-3285	pfama1.10	60	0.0687285	17868	4	1	0.292349	5217	2
2019-01-04-3285	pfama1.30	13	0.0148912	17868	4	2	0.120619	2159	2
2019-01-04-3285	pfama1.01	133	0.152348	17868	4	3	0.110778	1977	2
2019-01-07-3429	pfama1.01	133	0.152348	20914	1	0	1	20914	2
2019-01-08-3578	pfama1.12	52	0.0595647	16506	6	0	0.362561	5986	2
2019-01-08-3578	pfama1.11	56	0.0641466	16506	6	1	0.214433	3544	2
2019-01-08-3578	pfama1.31	13	0.0148912	16506	6	2	0.169083	2795	2
2019-01-08-3578	pfama1.06	66	0.0756014	16506	6	3	0.168873	2784	2
2019-01-08-3578	pfama1.09	61	0.069874	16506	6	4	0.0530905	872	2
2019-01-08-3578	pfama1.19	28	0.0320733	16506	6	5	0.0319592	525	2
2019-01-08-3597	pfama1.13	47	0.0538373	11619	1	0	1	11619	2
2019-01-08-3602	pfama1.20	28	0.0320733	14169	4	0	0.506682	7161	2
2019-01-08-3602	pfama1.02	120	0.137457	14169	4	1	0.221509	3124	2
2019-01-08-3602	pfama1.00	145	0.166094	14169	4	2	0.154502	2270	2
2019-01-08-3602	pfama1.03	82	0.093929	14169	4	3	0.117307	1614	2
2019-01-14-3122	pfama1.03	82	0.093929	20170	1	0	1	20170	1
2019-01-14-3659	pfama1.11	56	0.0641466	20543	1	0	1	20543	2
2019-01-15-3672	pfama1.04	80	0.091638	2781	1	0	1	2781	2
2019-01-16-3728	pfama1.05	66	0.0756014	45531	1	0	1	45531	2
2019-01-21-3744	pfama1.11	56	0.0641466	20474	3	0	0.463514	9481	2
2019-01-21-3744	pfama1.02	120	0.137457	20474	3	1	0.440556	9049	2
2019-01-21-3744	pfama1.38	6	0.00687285	20474	3	2	0.0959299	1944	2
2019-01-21-3766	pfama1.00	145	0.166094	11372	2	0	0.5881	6819	2
2019-01-21-3766	pfama1.04	80	0.091638	11372	2	1	0.4119	4553	2
2019-01-21-3769	pfama1.02	120	0.137457	23543	2	0	0.845198	19891	2
2019-01-21-3769	pfama1.10	60	0.0687285	23543	2	1	0.154802	3652	2
2019-01-22-3785	pfama1.26	15	0.0171821	13976	1	0	1	13976	2
2019-01-22-3786	pfama1.05	66	0.0756014	22868	3	0	0.826908	18918	2
2019-01-22-3786	pfama1.03	82	0.093929	22868	3	1	0.158837	3629	2
2019-01-22-3786	pfama1.06	66	0.0756014	22868	3	2	0.0142542	321	2
2019-01-22-3787	pfama1.04	80	0.091638	17043	1	0	1	17043	2
2019-01-22-3801	pfama1.09	61	0.069874	17368	5	0	0.383801	6657	2
2019-01-22-3801	pfama1.01	133	0.152348	17368	5	1	0.333321	5788	2
2019-01-22-3801	pfama1.18	30	0.0343643	17368	5	2	0.194388	3386	2
2019-01-22-3801	pfama1.04	80	0.091638	17368	5	3	0.049347	858	2
2019-01-22-3801	pfama1.08	62	0.0710195	17368	5	4	0.0391426	679	2
2019-01-22-3816	pfama1.00	145	0.166094	15805	1	0	1	15805	2
2019-01-22-3839	pfama1.01	133	0.152348	13694	1	0	1	13694	2
2019-01-23-3095	pfama1.07	64	0.0733104	26605	1	0	1	26605	2
2019-01-23-3096	pfama1.12	52	0.0595647	23791	3	0	0.827889	19695	2
2019-01-23-3096	pfama1.17	30	0.0343643	23791	3	1	0.108195	2566	2
2019-01-23-3096	pfama1.06	66	0.0756014	23791	3	2	0.063916	1530	2
2019-01-23-3364	pfama1.21	26	0.0297824	13625	1	0	1	13625	2
2019-01-23-3510	pfama1.27	15	0.0171821	14780	1	0	1	14780	2
2019-01-25-3805	pfama1.01	133	0.152348	43321	1	0	1	43321	2
2019-01-28-3010	pfama1.33	11	0.0126002	18865	2	0	0.642917	12091	2
2019-01-28-3010	pfama1.08	62	0.0710195	18865	2	1	0.357083	6774	2
2019-01-28-3014	pfama1.33	11	0.0126002	24469	2	0	0.579988	14167	2
2019-01-28-3014	pfama1.08	62	0.0710195	24469	2	1	0.420012	10302	2
2019-01-30-3285	pfama1.30	13	0.0148912	22642	4	0	0.515117	11691	2
2019-01-30-3285	pfama1.15	31	0.0355097	22642	4	1	0.273672	6223	2
2019-01-30-3285	pfama1.02	120	0.137457	22642	4	2	0.125323	2927	2
2019-01-30-3285	pfama1.01	133	0.152348	22642	4	3	0.0858883	1801	2
2019-01-30-3394	pfama1.05	66	0.0756014	23615	1	0	1	23615	1
2019-02-04-3429	pfama1.01	133	0.152348	14456	1	0	1	14456	2
2019-02-04-3542	pfama1.16	30	0.0343643	14633	1	0	1	14633	2
2019-02-04-3546	pfama1.09	61	0.069874	49158	1	0	1	49158	2
2019-02-04-3554	pfama1.06	66	0.0756014	42664	1	0	1	42664	2
2019-02-05-3578	pfama1.22	24	0.0274914	21179	9	0	0.444836	9299	2
2019-02-05-3578	pfama1.11	56	0.0641466	21179	9	1	0.237662	5066	2
2019-02-05-3578	pfama1.00	145	0.166094	21179	9	2	0.08065	1748	2
2019-02-05-3578	pfama1.31	13	0.0148912	21179	9	3	0.0779781	1677	2
2019-02-05-3578	pfama1.12	52	0.0595647	21179	9	4	0.0685532	1469	2
2019-02-05-3578	pfama1.18	30	0.0343643	21179	9	5	0.0392497	847	2
2019-02-05-3578	pfama1.04	80	0.091638	21179	9	6	0.0229556	475	2
2019-02-05-3578	pfama1.19	28	0.0320733	21179	9	7	0.0148803	323	2
2019-02-05-3578	pfama1.06	66	0.0756014	21179	9	8	0.0132351	275	2
2019-02-05-3597	pfama1.13	47	0.0538373	43443	1	0	1	43443	2
2019-02-05-3602	pfama1.20	28	0.0320733	19338	3	0	0.789913	15065	2
2019-02-05-3602	pfama1.15	31	0.0355097	19338	3	1	0.156473	3249	2
2019-02-05-3602	pfama1.02	120	0.137457	19338	3	2	0.053613	1024	2
2019-02-05-3614	pfama1.02	120	0.137457	20409	1	0	1	20409	2
2019-02-05-3616	pfama1.02	120	0.137457	38657	1	0	1	38657	2
2019-02-06-3629	pfama1.03	82	0.093929	34959	1	0	1	34959	2
2019-02-11-3190	pfama1.01	133	0.152348	19228	1	0	1	19228	1
2019-02-11-3202	pfama1.23	22	0.0252005	21626	1	0	1	21626	1
2019-02-11-3659	pfama1.11	56	0.0641466	19755	1	0	1	19755	2
2019-02-11-3860	pfama1.44	2	0.00229095	10246	1	0	1	10246	2
2019-02-15-3122	pfama1.01	133	0.152348	16968	1	0	1	16968	2
2019-02-18-3744	pfama1.11	56	0.0641466	22361	3	0	0.874211	19558	2
2019-02-18-3744	pfama1.02	120	0.137457	22361	3	1	0.0643345	1437	2
2019-02-18-3744	pfama1.38	6	0.00687285	22361	3	2	0.0614541	1366	2
2019-02-18-3766	pfama1.00	145	0.166094	37176	2	0	0.792984	30129	2
2019-02-18-3766	pfama1.04	80	0.091638	37176	2	1	0.207016	7047	2
2019-02-19-3785	pfama1.26	15	0.0171821	47870	1	0	1	47870	2
2019-02-19-3786	pfama1.05	66	0.0756014	19202	3	0	0.488409	9204	2
2019-02-19-3786	pfama1.03	82	0.093929	19202	3	1	0.343251	6657	2
2019-02-19-3786	pfama1.06	66	0.0756014	19202	3	2	0.168339	3341	2
2019-02-19-3787	pfama1.04	80	0.091638	49626	1	0	1	49626	2
2019-02-19-3801	pfama1.01	133	0.152348	16869	2	0	0.740321	12476	2
2019-02-19-3801	pfama1.18	30	0.0343643	16869	2	1	0.259679	4393	2
2019-02-19-3816	pfama1.00	145	0.166094	21735	1	0	1	21735	1
2019-02-19-3839	pfama1.01	133	0.152348	12547	1	0	1	12547	2
2019-02-20-3093	pfama1.35	8	0.0091638	17386	1	0	1	17386	2
2019-02-20-3095	pfama1.07	64	0.0733104	23645	1	0	1	23645	2
2019-02-20-3096	pfama1.08	62	0.0710195	18567	3	0	0.851416	15749	2
2019-02-20-3096	pfama1.17	30	0.0343643	18567	3	1	0.0813165	1549	2
2019-02-20-3096	pfama1.13	47	0.0538373	18567	3	2	0.067267	1269	2
2019-02-20-3364	pfama1.21	26	0.0297824	43987	1	0	1	43987	2
2019-02-20-3506	pfama1.40	4	0.0045819	45752	1	0	1	45752	2
2019-02-20-3510	pfama1.27	15	0.0171821	19593	1	0	1	19593	2
2019-02-26-3285	pfama1.01	133	0.152348	19834	5	0	0.493833	10024	2
2019-02-26-3285	pfama1.02	120	0.137457	19834	5	1	0.307577	5906	2
2019-02-26-3285	pfama1.15	31	0.0355097	19834	5	2	0.0842122	1699	2
2019-02-26-3285	pfama1.30	13	0.0148912	19834	5	3	0.0671062	1178	2
2019-02-26-3285	pfama1.10	60	0.0687285	19834	5	4	0.0472717	1027	2
2019-03-05-3578	pfama1.06	66	0.0756014	25089	1	0	1	25089	2
2019-03-05-3597	pfama1.13	47	0.0538373	37051	1	0	1	37051	2
2019-03-05-3602	pfama1.15	31	0.0355097	15646	1	0	1	15646	2
2019-03-11-3190	pfama1.01	133	0.152348	11372	1	0	1	11372	2
2019-03-11-3205	pfama1.00	145	0.166094	2039	1	0	1	2039	1
2019-03-11-3659	pfama1.11	56	0.0641466	18036	1	0	1	18036	1
2019-03-11-3860	pfama1.29	15	0.0171821	21589	2	0	0.783625	16843	2
2019-03-11-3860	pfama1.44	2	0.00229095	21589	2	1	0.216375	4746	2
2019-03-12-3672	pfama1.04	80	0.091638	17733	1	0	1	17733	2
2019-03-13-3714	pfama1.10	60	0.0687285	24144	1	0	1	24144	2
2019-03-13-3728	pfama1.05	66	0.0756014	20912	1	0	1	20912	2
2019-03-18-3744	pfama1.11	56	0.0641466	26071	2	0	0.943033	24572	2
2019-03-18-3744	pfama1.02	120	0.137457	26071	2	1	0.0569667	1499	2
2019-03-18-3766	pfama1.04	80	0.091638	17966	1	0	1	17966	2
2019-03-19-3786	pfama1.05	66	0.0756014	17429	3	0	0.561988	9800	2
2019-03-19-3786	pfama1.06	66	0.0756014	17429	3	1	0.250621	4367	2
2019-03-19-3786	pfama1.03	82	0.093929	17429	3	2	0.18739	3262	2
2019-03-19-3787	pfama1.04	80	0.091638	22047	1	0	1	22047	2
2019-03-19-3801	pfama1.18	30	0.0343643	23152	2	0	0.978111	22634	2
2019-03-19-3801	pfama1.09	61	0.069874	23152	2	1	0.0218894	518	2
2019-03-19-3805	pfama1.01	133	0.152348	38243	1	0	1	38243	2
2019-03-20-3096	pfama1.08	62	0.0710195	40781	2	0	0.695461	28472	2
2019-03-20-3096	pfama1.17	30	0.0343643	40781	2	1	0.304539	12309	2
2019-03-25-3515	pfama1.12	52	0.0595647	22052	1	0	1	22052	2
2019-03-26-3285	pfama1.30	13	0.0148912	19370	4	0	0.468801	9072	2
2019-03-26-3285	pfama1.10	60	0.0687285	19370	4	1	0.304486	5904	2
2019-03-26-3285	pfama1.02	120	0.137457	19370	4	2	0.205156	3976	2
2019-03-26-3285	pfama1.15	31	0.0355097	19370	4	3	0.0215568	418	2
